Actual Profit ($),Actual Sales (Qty),Actual Cost of Goods Sold  (COGS) ($),Actual Total Expenses ($),Inventory (Qty),Budget Profit ($),Budget Sales (Qty),Budget COGS ($),Date,Market,Province,City,Store#,Market Size,Product Type,Product,Type
9,41,16,16,484,20,30,10,31/08/2019,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Chamomile,Decaf
9,41,16,16,484,20,40,10,31/08/2019,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Tea,Green Tea,Regular
9,109,49,51,414,20,80,30,31/08/2019,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Herbal Tea,Lemon,Decaf
9,41,16,16,484,10,20,10,31/08/2019,Central,Ontario,Kitchener,503,Large Market,Tea,Darjeeling,Regular
9,109,49,51,414,20,100,40,31/08/2019,Central,Ontario,Ottawa,971,Small Market,Espresso,Caffe Latte,Regular
10,41,16,15,484,20,30,10,31/08/2019,Central,Quebec,Sherbrooke,918,Small Market,Espresso,Caffe Mocha,Regular
12,47,19,16,811,20,50,20,31/08/2019,Prairie,Manitoba,Brandon,1200,Small Market,Tea,Green Tea,Regular
15,90,41,34,1007,20,80,30,31/08/2019,Atlantic,New Brunswick,Fredricton,550,Small Market,Herbal Tea,Lemon,Decaf
15,98,42,41,384,40,120,50,31/08/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Coffee,Colombian,Regular
15,90,41,34,1007,20,90,40,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Colombian,Regular
16,91,41,34,1046,20,80,30,31/08/2019,Prairie,Alberta,Calgary,370,Major Market,Tea,Earl Grey,Regular
16,55,22,17,865,30,40,10,31/08/2019,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Lemon,Decaf
16,98,42,40,384,20,90,40,31/08/2019,Prairie,Manitoba,Brandon,1200,Small Market,Espresso,Decaf Espresso,Decaf
16,55,22,17,865,20,50,20,31/08/2019,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Tea,Darjeeling,Regular
16,90,41,33,1007,30,110,50,31/08/2019,Central,Ontario,Waterloo,702,Small Market,Coffee,Decaf Irish Cream,Decaf
16,55,22,17,865,30,60,20,31/08/2019,Central,Quebec,Sherbrooke,405,Small Market,Coffee,Decaf Irish Cream,Decaf
17,69,30,22,581,30,60,20,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Caffe Latte,Regular
17,58,23,18,806,20,50,20,31/08/2019,Central,Ontario,Waterloo,702,Small Market,Espresso,Decaf Espresso,Decaf
18,105,45,42,253,30,90,30,31/08/2019,Atlantic,New Brunswick,Fredricton,550,Small Market,Espresso,Decaf Espresso,Decaf
18,69,30,21,581,30,80,30,31/08/2019,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Decaf Espresso,Decaf
18,58,23,17,806,30,60,20,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Caffe Mocha,Regular
18,69,30,21,581,20,50,20,31/08/2019,Prairie,Saskatchewan,Saskatoon,813,Major Market,Herbal Tea,Chamomile,Decaf
19,85,34,32,428,30,80,30,31/08/2019,Prairie,Alberta,Red Deer,965,Major Market,Herbal Tea,Lemon,Decaf
19,108,46,43,415,30,100,40,31/08/2019,Prairie,Alberta,Red Deer,965,Major Market,Herbal Tea,Chamomile,Decaf
19,108,46,43,415,40,110,40,31/08/2019,West,British Columbia,Kelowna,670,Major Market,Coffee,Amaretto,Regular
19,85,34,32,428,30,80,30,31/08/2019,West,British Columbia,Kelowna,670,Major Market,Coffee,Colombian,Regular
19,63,25,19,851,30,60,20,31/08/2019,Atlantic,New Brunswick,Fredricton,550,Small Market,Herbal Tea,Chamomile,Decaf
19,105,45,41,253,30,70,20,31/08/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Earl Grey,Regular
19,63,25,19,851,30,60,20,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Amaretto,Regular
19,105,45,41,253,30,90,30,31/08/2019,North,Nunavut,Kugluktuk,816,Small Market,Tea,Darjeeling,Regular
19,63,25,19,851,30,60,20,31/08/2019,Central,Ontario,Waterloo,775,Small Market,Espresso,Caffe Mocha,Regular
19,62,25,18,826,30,50,20,31/08/2019,Central,Ontario,Ottawa,971,Small Market,Herbal Tea,Chamomile,Decaf
19,85,34,32,428,40,100,40,31/08/2019,Central,Ontario,Kitchener,541,Small Market,Coffee,Decaf Irish Cream,Decaf
19,108,46,43,415,30,100,40,31/08/2019,Central,Ontario,Kitchener,503,Large Market,Espresso,Caffe Mocha,Regular
20,108,46,42,415,30,90,30,31/08/2019,Prairie,Alberta,Calgary,370,Major Market,Herbal Tea,Mint,Decaf
20,90,36,34,458,10,70,30,31/08/2019,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Darjeeling,Regular
20,63,25,18,851,30,60,20,31/08/2019,North,Northwest Territories,Yellowknife,4001,Small Market,Tea,Darjeeling,Regular
20,90,36,34,458,30,60,20,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Earl Grey,Regular
20,140,63,57,397,20,130,60,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Caffe Mocha,Regular
20,140,63,57,397,20,130,60,31/08/2019,Central,Quebec,Sherbrooke,580,Small Market,Herbal Tea,Chamomile,Decaf
20,140,63,57,397,30,100,40,31/08/2019,Prairie,Saskatchewan,Saskatoon,305,Major Market,Herbal Tea,Lemon,Decaf
21,140,63,56,397,30,140,60,31/08/2019,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Amaretto,Regular
21,90,36,33,458,20,70,30,31/08/2019,North,Yukon,Whitehorse,504,Small Market,Espresso,Decaf Espresso,Decaf
24,110,50,36,1064,30,80,30,31/08/2019,Prairie,Manitoba,Brandon,1200,Small Market,Herbal Tea,Mint,Decaf
24,110,50,36,1064,40,130,60,31/08/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Coffee,Amaretto,Regular
24,110,50,36,1064,30,110,50,31/08/2019,North,Nunavut,Kugluktuk,816,Small Market,Coffee,Decaf Irish Cream,Decaf
27,160,72,61,606,60,200,90,31/08/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Coffee,Decaf Irish Cream,Decaf
27,160,72,61,606,40,160,70,31/08/2019,North,Nunavut,Kugluktuk,417,Small Market,Coffee,Colombian,Regular
28,83,34,21,890,40,80,30,31/08/2019,Prairie,Manitoba,Brandon,1200,Small Market,Tea,Darjeeling,Regular
28,160,72,60,606,30,120,50,31/08/2019,Prairie,Manitoba,Brandon,1200,Small Market,Herbal Tea,Lemon,Decaf
28,80,32,20,841,30,70,30,31/08/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Espresso,Caffe Latte,Regular
28,83,34,21,890,30,70,30,31/08/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Espresso,Decaf Espresso,Decaf
28,80,32,20,841,50,90,30,31/08/2019,North,Nunavut,Kugluktuk,417,Small Market,Espresso,Decaf Espresso,Decaf
28,160,72,60,606,40,150,60,31/08/2019,North,Yukon,Whitehorse,985,Small Market,Herbal Tea,Lemon,Decaf
29,83,34,20,890,40,90,30,31/08/2019,North,Nunavut,Iqaluit,314,Small Market,Espresso,Caffe Mocha,Regular
30,131,52,49,662,50,150,60,31/08/2019,Prairie,Alberta,Edmonton,404,Major Market,Espresso,Decaf Espresso,Decaf
30,131,52,49,-587,40,110,40,31/08/2019,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Caffe Latte,Regular
30,131,52,49,662,20,80,30,31/08/2019,West,British Columbia,Victoria,690,Major Market,Tea,Green Tea,Regular
30,131,52,49,662,30,110,40,31/08/2019,Central,Quebec,Montreal,618,Major Market,Tea,Earl Grey,Regular
31,43,0,12,516,30,40,0,31/08/2019,North,Northwest Territories,Yellowknife,4001,Small Market,Tea,Green Tea,Regular
31,43,0,12,516,40,50,0,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Decaf Espresso,Decaf
32,43,0,11,516,30,40,0,31/08/2019,Central,Ontario,Waterloo,702,Small Market,Espresso,Caffe Latte,Regular
34,317,133,150,705,100,390,160,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Decaf Irish Cream,Decaf
34,317,133,150,705,60,310,120,31/08/2019,Central,Quebec,Sherbrooke,580,Small Market,Herbal Tea,Lemon,Decaf
35,317,133,149,705,60,330,140,31/08/2019,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Colombian,Regular
35,317,133,149,705,60,310,120,31/08/2019,Prairie,Saskatchewan,Saskatoon,941,Major Market,Espresso,Caffe Mocha,Regular
38,120,52,30,554,40,100,40,31/08/2019,West,British Columbia,Victoria,690,Major Market,Herbal Tea,Mint,Decaf
39,120,52,29,554,50,120,50,31/08/2019,Prairie,Alberta,Edmonton,404,Major Market,Coffee,Colombian,Regular
39,120,52,29,554,70,150,60,31/08/2019,Prairie,Alberta,Red Deer,965,Major Market,Coffee,Decaf Irish Cream,Decaf
39,120,52,29,554,40,100,40,31/08/2019,Central,Quebec,Montreal,847,Major Market,Herbal Tea,Lemon,Decaf
41,126,47,38,366,50,110,40,31/08/2019,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Chamomile,Decaf
41,126,47,38,366,40,100,40,31/08/2019,North,Yukon,Whitehorse,337,Small Market,Espresso,Caffe Mocha,Regular
42,126,47,37,366,30,80,30,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Darjeeling,Regular
44,160,64,52,460,70,200,80,31/08/2019,Atlantic,New Brunswick,Fredricton,550,Small Market,Coffee,Colombian,Regular
44,160,64,52,460,60,140,50,31/08/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Lemon,Decaf
44,160,64,52,460,60,150,60,31/08/2019,North,Northwest Territories,Yellowknife,4200,Small Market,Coffee,Colombian,Regular
44,114,46,24,880,60,120,40,31/08/2019,Prairie,Saskatchewan,Saskatoon,941,Major Market,Tea,Darjeeling,Regular
45,118,48,25,839,50,100,40,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Lemon,Decaf
46,118,48,24,839,60,140,60,31/08/2019,North,Yukon,Whitehorse,504,Small Market,Coffee,Colombian,Regular
48,151,61,42,322,70,140,50,31/08/2019,North,Northwest Territories,Yellowknife,4200,Small Market,Coffee,Amaretto,Regular
49,151,61,41,322,60,130,50,31/08/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Chamomile,Decaf
49,412,173,190,927,70,360,140,31/08/2019,Central,Ontario,Waterloo,775,Small Market,Herbal Tea,Chamomile,Decaf
50,412,173,189,927,60,390,160,31/08/2019,West,British Columbia,Victoria,690,Major Market,Espresso,Caffe Mocha,Regular
53,155,68,34,587,50,130,50,31/08/2019,Prairie,Alberta,Edmonton,404,Major Market,Tea,Green Tea,Regular
53,155,68,34,587,60,130,50,31/08/2019,Central,Ontario,Ottawa,541,Small Market,Herbal Tea,Lemon,Decaf
53,155,68,34,587,80,190,80,31/08/2019,Central,Quebec,Sherbrooke,405,Small Market,Coffee,Colombian,Regular
61,176,77,38,581,70,170,70,31/08/2019,North,Yukon,Whitehorse,504,Small Market,Herbal Tea,Chamomile,Decaf
62,176,77,37,581,60,160,70,31/08/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Espresso,Caffe Mocha,Regular
63,154,63,28,864,70,130,50,31/08/2019,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Lemon,Decaf
63,154,63,28,864,80,160,60,31/08/2019,Prairie,Saskatchewan,Saskatoon,904,Major Market,Tea,Green Tea,Regular
63,154,63,28,864,100,190,70,31/08/2019,North,Yukon,Whitehorse,504,Small Market,Coffee,Decaf Irish Cream,Decaf
70,226,103,53,1073,100,260,110,31/08/2019,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Caffe Mocha,Regular
70,226,103,53,1073,70,170,70,31/08/2019,Prairie,Saskatchewan,Saskatoon,305,Major Market,Herbal Tea,Mint,Decaf
71,226,103,52,1073,90,210,90,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Decaf Espresso,Decaf
73,231,99,59,565,90,240,100,31/08/2019,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Decaf Irish Cream,Decaf
73,231,99,59,565,80,220,90,31/08/2019,Prairie,Saskatchewan,Saskatoon,850,Major Market,Espresso,Decaf Espresso,Decaf
75,225,90,60,1139,90,210,80,31/08/2019,Prairie,Manitoba,Brandon,1200,Small Market,Coffee,Colombian,Regular
75,225,90,60,1139,80,190,70,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Chamomile,Decaf
76,211,86,49,454,120,260,100,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Colombian,Regular
81,291,145,65,1292,120,340,160,31/08/2019,West,British Columbia,Kelowna,670,Major Market,Espresso,Caffe Mocha,Regular
81,291,145,65,1292,90,270,130,31/08/2019,Central,Ontario,Kitchener,503,Large Market,Espresso,Decaf Espresso,Decaf
82,291,145,64,1292,80,250,120,31/08/2019,Prairie,Alberta,Calgary,370,Major Market,Herbal Tea,Chamomile,Decaf
82,291,145,64,1292,100,280,130,31/08/2019,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Espresso,Regular Espresso,Regular
102,277,116,59,678,70,180,70,31/08/2019,Central,Ontario,Ottawa,541,Small Market,Tea,Green Tea,Regular
102,277,116,59,-1278,100,230,90,31/08/2019,Central,Quebec,Sherbrooke,918,Small Market,Espresso,Caffe Latte,Regular
102,277,116,59,678,100,260,110,31/08/2019,Prairie,Saskatchewan,Saskatoon,321,Major Market,Coffee,Decaf Irish Cream,Decaf
103,286,114,69,810,100,250,90,31/08/2019,West,British Columbia,Kelowna,670,Major Market,Tea,Darjeeling,Regular
103,277,116,58,678,100,240,90,31/08/2019,West,British Columbia,Kelowna,670,Major Market,Tea,Earl Grey,Regular
103,286,114,69,810,100,240,90,31/08/2019,Central,Quebec,Sherbrooke,405,Small Market,Espresso,Decaf Espresso,Decaf
104,286,114,68,810,80,190,70,31/08/2019,Central,Ontario,Ottawa,971,Small Market,Tea,Earl Grey,Regular
104,286,114,68,810,120,270,100,31/08/2019,Prairie,Saskatchewan,Saskatoon,850,Major Market,Coffee,Colombian,Regular
105,245,100,40,598,130,280,110,31/08/2019,Prairie,Alberta,Edmonton,404,Major Market,Espresso,Caffe Mocha,Regular
105,245,100,40,598,110,210,80,31/08/2019,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Decaf Espresso,Decaf
105,245,100,40,598,90,160,60,31/08/2019,West,British Columbia,Victoria,690,Major Market,Tea,Earl Grey,Regular
105,245,100,40,598,130,260,100,31/08/2019,Atlantic,PEI,Charlottetown,646,Major Market,Tea,Green Tea,Regular
105,245,100,40,598,100,210,80,31/08/2019,Central,Quebec,Montreal,217,Major Market,Tea,Darjeeling,Regular
132,301,123,46,941,140,260,100,31/08/2019,Central,Quebec,Montreal,630,Major Market,Herbal Tea,Chamomile,Decaf
133,301,123,45,941,140,310,130,31/08/2019,Prairie,Alberta,Edmonton,404,Major Market,Coffee,Amaretto,Regular
133,301,123,45,941,120,250,100,31/08/2019,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Caffe Mocha,Regular
133,301,123,45,941,100,200,80,31/08/2019,West,British Columbia,Victoria,690,Major Market,Tea,Darjeeling,Regular
133,301,123,45,941,150,320,130,31/08/2019,Atlantic,PEI,Charlottetown,914,Major Market,Tea,Earl Grey,Regular
143,323,132,48,994,140,280,110,31/08/2019,West,British Columbia,Victoria,690,Major Market,Herbal Tea,Chamomile,Decaf
143,323,132,48,994,140,280,110,31/08/2019,Central,Quebec,Montreal,309,Major Market,Herbal Tea,Mint,Decaf
144,323,132,47,994,160,330,130,31/08/2019,Prairie,Alberta,Edmonton,404,Major Market,Coffee,Decaf Irish Cream,Decaf
144,323,132,47,994,170,340,130,31/08/2019,Atlantic,PEI,Charlottetown,631,Major Market,Tea,Darjeeling,Regular
150,376,154,72,817,150,330,130,31/08/2019,Central,Ontario,Waterloo,702,Small Market,Herbal Tea,Mint,Decaf
150,376,154,72,817,170,390,160,31/08/2019,Central,Quebec,Montreal,630,Major Market,Coffee,Decaf Irish Cream,Decaf
151,376,154,71,817,150,330,130,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Lemon,Decaf
163,467,196,108,1167,170,410,160,31/08/2019,Central,Ontario,Waterloo,775,Small Market,Herbal Tea,Lemon,Decaf
163,467,196,108,1167,190,490,200,31/08/2019,Central,Quebec,Montreal,847,Major Market,Coffee,Colombian,Regular
167,532,266,99,1797,170,510,250,31/08/2019,West,British Columbia,Victoria,690,Major Market,Espresso,Caffe Latte,Regular
167,532,266,99,1797,150,460,220,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Darjeeling,Regular
167,532,266,99,1797,130,360,170,31/08/2019,Central,Ontario,Waterloo,775,Small Market,Tea,Earl Grey,Regular
167,532,266,99,1797,220,620,300,31/08/2019,Central,Quebec,Montreal,847,Major Market,Espresso,Decaf Espresso,Decaf
179,543,266,98,1319,190,530,250,31/08/2019,Atlantic,PEI,Charlottetown,646,Major Market,Espresso,Regular Espresso,Regular
207,632,284,141,1809,180,550,240,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Earl Grey,Regular
229,653,284,140,1565,180,500,210,31/08/2019,Atlantic,PEI,Charlottetown,646,Major Market,Herbal Tea,Lemon,Decaf
249,678,311,118,1296,240,590,260,31/08/2019,West,British Columbia,Victoria,690,Major Market,Herbal Tea,Lemon,Decaf
250,678,311,117,1296,340,840,390,31/08/2019,Prairie,Alberta,Red Deer,965,Major Market,Coffee,Colombian,Regular
262,687,295,130,1714,250,650,280,31/08/2019,West,British Columbia,Victoria,690,Major Market,Espresso,Decaf Espresso,Decaf
262,687,295,130,1714,250,600,250,31/08/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Chamomile,Decaf
262,687,295,130,1714,190,460,190,31/08/2019,Central,Ontario,Waterloo,702,Small Market,Tea,Darjeeling,Regular
262,687,295,130,1714,340,810,340,31/08/2019,Central,Quebec,Montreal,630,Major Market,Espresso,Caffe Mocha,Regular
368,910,364,178,2617,520,1130,450,31/08/2019,West,British Columbia,Victoria,690,Major Market,Coffee,Colombian,Regular
368,910,364,178,2617,370,860,340,31/08/2019,Atlantic,PEI,Summerside,845,Major Market,Coffee,Colombian,Regular
563,664,52,49,-2033,560,630,40,31/08/2019,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Coffee,Colombian,Regular
-430,19,302,147,6413,-280,0,190,30/09/2019,Central,Ontario,Waterloo,775,Small Market,Tea,Green Tea,Regular
-238,112,251,99,3948,-180,80,190,30/09/2019,Atlantic,PEI,Summerside,212,Major Market,Herbal Tea,Mint,Decaf
-197,68,121,144,2932,-180,60,110,30/09/2019,Atlantic,PEI,Montague,585,Major Market,Espresso,Caffe Mocha,Regular
-120,138,162,96,3421,-120,170,200,30/09/2019,West,British Columbia,Victoria,690,Major Market,Coffee,Decaf Irish Cream,Decaf
-74,109,122,61,2378,-70,130,150,30/09/2019,West,British Columbia,Victoria,690,Major Market,Coffee,Amaretto,Regular
-45,115,104,56,1574,-20,100,80,30/09/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Mint,Decaf
-44,115,104,55,1574,-40,140,130,30/09/2019,Atlantic,New Brunswick,Fredricton,550,Small Market,Coffee,Decaf Irish Cream,Decaf
-44,115,104,55,1574,-10,100,80,30/09/2019,North,Nunavut,Rankin Inlet,660,Small Market,Herbal Tea,Lemon,Decaf
-31,98,52,77,520,-10,90,40,30/09/2019,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Espresso,Caffe Mocha,Regular
-13,54,24,43,212,0,30,10,30/09/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Green Tea,Regular
-12,54,24,42,-412,0,40,20,30/09/2019,Atlantic,New Brunswick,Fredricton,550,Small Market,Espresso,Caffe Latte,Regular
-12,54,24,42,212,0,50,20,30/09/2019,North,Northwest Territories,Yellowknife,4200,Small Market,Espresso,Regular Espresso,Regular
-12,54,24,42,212,-10,40,20,30/09/2019,North,Nunavut,Iqaluit,314,Small Market,Tea,Earl Grey,Regular
-8,106,44,70,325,10,90,30,30/09/2019,Atlantic,New Brunswick,Fredricton,550,Small Market,Espresso,Caffe Mocha,Regular
-7,106,44,69,325,10,70,20,30/09/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Darjeeling,Regular
-7,106,44,69,325,10,100,40,30/09/2019,North,Northwest Territories,Yellowknife,4200,Small Market,Espresso,Caffe Mocha,Regular
-7,106,44,69,325,10,90,30,30/09/2019,North,Nunavut,Rankin Inlet,636,Small Market,Herbal Tea,Chamomile,Decaf
-3,126,52,77,509,20,130,50,30/09/2019,West,British Columbia,Kelowna,670,Major Market,Coffee,Decaf Irish Cream,Decaf
-3,126,52,77,509,30,150,60,30/09/2019,Central,Ontario,Ottawa,541,Small Market,Coffee,Amaretto,Regular
-2,126,52,76,509,20,110,40,30/09/2019,Prairie,Alberta,Edmonton,404,Major Market,Herbal Tea,Lemon,Decaf
2,149,62,85,612,20,140,50,30/09/2019,Prairie,Manitoba,Brandon,1200,Small Market,Espresso,Caffe Mocha,Regular
2,149,62,85,612,10,130,50,30/09/2019,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Earl Grey,Regular
2,91,40,49,244,10,70,30,30/09/2019,North,Northwest Territories,Yellowknife,4200,Small Market,Herbal Tea,Lemon,Decaf
2,149,62,85,612,10,100,40,30/09/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Green Tea,Regular
2,91,40,49,244,10,80,30,30/09/2019,North,Nunavut,Pangnirtung,573,Small Market,Tea,Green Tea,Regular
2,91,40,49,244,20,110,50,30/09/2019,Central,Ontario,Waterloo,702,Small Market,Coffee,Colombian,Regular
2,149,62,85,-613,0,120,50,30/09/2019,North,Yukon,Whitehorse,318,Small Market,Espresso,Caffe Latte,Regular
3,35,15,17,600,10,30,10,30/09/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Decaf Irish Cream,Decaf
6,102,45,51,409,30,120,50,30/09/2019,West,British Columbia,Kelowna,670,Major Market,Espresso,Decaf Espresso,Decaf
6,102,45,51,409,10,70,30,30/09/2019,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Herbal Tea,Lemon,Decaf
6,102,45,51,409,10,90,40,30/09/2019,Central,Ontario,Kitchener,503,Large Market,Espresso,Caffe Latte,Regular
7,102,45,50,409,10,80,30,30/09/2019,Prairie,Alberta,Edmonton,404,Major Market,Tea,Darjeeling,Regular
7,72,33,32,1003,20,70,30,30/09/2019,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Colombian,Regular
7,72,33,32,1003,30,90,40,30/09/2019,Central,Ontario,Waterloo,702,Small Market,Coffee,Decaf Irish Cream,Decaf
8,72,33,31,1003,20,70,30,30/09/2019,Atlantic,New Brunswick,Fredricton,550,Small Market,Herbal Tea,Lemon,Decaf
12,91,39,40,248,20,60,20,30/09/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Earl Grey,Regular
12,48,19,17,848,20,50,20,30/09/2019,North,Northwest Territories,Yellowknife,4200,Small Market,Tea,Darjeeling,Regular
12,48,19,17,848,20,40,10,30/09/2019,Central,Ontario,Waterloo,775,Small Market,Espresso,Caffe Mocha,Regular
13,48,19,16,848,20,40,10,30/09/2019,Atlantic,New Brunswick,Fredricton,550,Small Market,Herbal Tea,Chamomile,Decaf
13,91,39,39,248,10,70,30,30/09/2019,Atlantic,New Brunswick,Fredricton,550,Small Market,Espresso,Decaf Espresso,Decaf
